TITLE,PRICE,SOLD,RATING,FEEDBACK,CONDITION,URL
Vans Sk8-Hi Reissue Japanese Type Black/Red Checkerboard Men 7/ Women 8.5,0.0,0,115,100.0,New without box,https://www.ebay.com/itm/Vans-Sk8-Hi-Reissue-Japanese-Type-Black-Red-Checkerboard-Men-7-Women-8-5/233439185126?epid=2306475350&hash=item365a0f48e6:g:xsEAAOSwA5Rd-5Tj
Vans Old Skool Red Men's size 11 Brand New,39.99,0,48,100.0,New without box,https://www.ebay.com/itm/Vans-Old-Skool-Red-Mens-size-11-Brand-New/333439889798?hash=item4da290f186:g:yZQAAOSwy9Zd9uho
Vans Checkerboard Slip On - Red Size 9.5 Men 11.0 Women,0.0,0,16,100.0,Pre-owned,https://www.ebay.com/itm/Vans-Checkerboard-Slip-On-Red-Size-9-5-Men-11-0-Women/264565939295?hash=item3d995bdc5f:g:mDkAAOSwvMBd894~
Vans Old Skool ( PRIMARY CHECK) RACING RED/WHITE Classic Canvas/Suede Fast ship,56.85,26,14576,99.8,New with box,https://www.ebay.com/itm/Vans-Old-Skool-PRIMARY-CHECK-RACING-RED-WHITE-Classic-Canvas-Suede-Fast-ship/173793099413?var=472470272503&hash=item2876e03e95:m:migd1IVHBWG8ZWxpKh9oPaw:sc:USPSPriority!91709!US!-1
Vans Classic Slip-on Checkerboard Rumba Red / White Skate Shoes,49.5,5,11388,99.8,New without box,https://www.ebay.com/itm/Vans-Classic-Slip-on-Checkerboard-Rumba-Red-White-Skate-Shoes/372859444112?var=641670418024&hash=item56d0279b90:m:mvQC-2Fn7KaeebXBj3h5Szw
"Vans ""Old Skool"" Sneakers (Racing Red/True White) Men's Skateboarding Shoes",60.0,30,127944,99.8,New with box,https://www.ebay.com/itm/Vans-Old-Skool-Sneakers-Racing-Red-True-White-Mens-Skateboarding-Shoes/133203395526?var=432546901545&hash=item1f038a83c6:m:meAFr4aDSPPIKHgXDe_DWWQ
  Vans New Authentic Era Classic Sneakers Unisex Canvas Shoes,49.99,1,335,100.0,New without box,https://www.ebay.com/itm/Vans-New-Authentic-Era-Classic-Sneakers-Unisex-Canvas-Shoes/223789509070?var=522533624071&hash=item341ae4e9ce:g:pn0AAOSwHt9d76ZZ
VANS VAULT OG AUTHENTIC LX CHILI PEPPER RED VN000UDDIAU ,63.99,7,7993,100.0,New with box,https://www.ebay.com/itm/VANS-VAULT-OG-AUTHENTIC-LX-CHILI-PEPPER-RED-VN000UDDIAU/142961403580?var=441932173011&_trkparms=ispr%3D1&hash=item214929e6bc:m:mk6GxtG5kvyukoQ73x2AzRw:sc:FedExHomeDelivery!91709!US!-1&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qXzD8Sx%2FIELxDdpL6qibffUlaBH63296w8qaqvguvirWCy55Eq%2BqNIYnSRO6BvKB9vj1l3q2HDF26VXuQ7OHtdFi2dLx4Hy5XwLn8%2Bq5tNAXJDz0pb6dpzGlGMBZIen8cIBCVXY1CN4sxCk%2F3tgY%2BphZLHb02Ham58R61giGZsauYXWTbbD7t2JD5zU8uzOlFfBx4pfsDsFJ4zInzXRIXAOfUR5n0SMMpbGS2zGzmm0FEoVwhdvUJEzfoNYjGtesyIctIdIYtdfro9WOSkzcxmPnH8q%2BrtcpTSyaI%2Ftv8XGF4vPpkHBjKm3dRX0Txw8coDX7hjuZ1yfpkRP3CtkEVTpLsh7ixLZLHkM3G1bTvqjpk7Pwqi1M8R8dH0A1zCF3tD%2FDQXi2bRfK%2FQFHzw2aXkx11%2FrANxW0V6XHkIzVvngbZO9VaM%2BboRJ2m7Nq%2BbbxoMmnoRCehRwuuSj0A5OnIWbyinib0CW9eaIZirpHgRG4yAV8QPleF215%2Fg4AQJLvfbYmd054P2iNWTa44Pp3Av6yGvAsomBl7mXO6I4n8vJAOSQhGGNzg9WZ%2FafJ4REdawKF%2FwdvxOAD%2FZJx3Yzyipt0FbL7lu%2FTUHJaVKuVIooRNBzm%2Bl7bmCTJaP46kbsnChCvollSoJX1RrTiVexx7EpbvVYdlOcZdZx8YTw1ZYdFd4MOBo9%2B%2Be9%2FvmkHK3eT9%2F57iJfk7o%2FFOUJbmFItmXH0w4SAUOeNgWYifOKga9GMw%3D%3D&checksum=142961403580f64ee27560de45e1aa3ed70d7e03c21d&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qXzD8Sx%2FIELxDdpL6qibffUlaBH63296w8qaqvguvirWCy55Eq%2BqNIYnSRO6BvKB9vj1l3q2HDF26VXuQ7OHtdFi2dLx4Hy5XwLn8%2Bq5tNAXJDz0pb6dpzGlGMBZIen8cIBCVXY1CN4sxCk%2F3tgY%2BphZLHb02Ham58R61giGZsauYXWTbbD7t2JD5zU8uzOlFfBx4pfsDsFJ4zInzXRIXAOfUR5n0SMMpbGS2zGzmm0FEoVwhdvUJEzfoNYjGtesyIctIdIYtdfro9WOSkzcxmPnH8q%2BrtcpTSyaI%2Ftv8XGF4vPpkHBjKm3dRX0Txw8coDX7hjuZ1yfpkRP3CtkEVTpLsh7ixLZLHkM3G1bTvqjpk7Pwqi1M8R8dH0A1zCF3tD%2FDQXi2bRfK%2FQFHzw2aXkx11%2FrANxW0V6XHkIzVvngbZO9VaM%2BboRJ2m7Nq%2BbbxoMmnoRCehRwuuSj0A5OnIWbyinib0CW9eaIZirpHgRG4yAV8QPleF215%2Fg4AQJLvfbYmd054P2iNWTa44Pp3Av6yGvAsomBl7mXO6I4n8vJAOSQhGGNzg9WZ%2FafJ4REdawKF%2FwdvxOAD%2FZJx3Yzyipt0FbL7lu%2FTUHJaVKuVIooRNBzm%2Bl7bmCTJaP46kbsnChCvollSoJX1RrTiVexx7EpbvVYdlOcZdZx8YTw1ZYdFd4MOBo9%2B%2Be9%2FvmkHK3eT9%2F57iJfk7o%2FFOUJbmFItmXH0w4SAUOeNgWYifOKga9GMw%3D%3D&checksum=142961403580f64ee27560de45e1aa3ed70d7e03c21d
Vans Unisex Women Men Shoes Authentic Gum Buttom Racing Red Canvas Black,50.0,9,53638,99.9,New with box,https://www.ebay.com/itm/Vans-Unisex-Women-Men-Shoes-Authentic-Gum-Buttom-Racing-Red-Canvas-Black/401865042056?var=671695227360&_trkparms=ispr%3D1&hash=item5d9105e888:m:mTtUS2ye8UaTZ5SunsSaLvQ&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qVI1YpMJ7nj4nfln3VUlm23jB1UmqE4JYPfRRKfF6QLRenJ6j0kiTIhJ20y1nRPszt3xySt60PBne90zYGFbTS3MrqZ3x3rQAoV95fMeZx0I6BdbJUdlNRUA5hk1h5qWnCCOr8VtnDQHFk3WU7RZOf1USoeO%2BZzA%2FUu5m5fb0gH%2Bm7vprm%2F5P2crOAkOGl3Aleana8at8xid%2BgJeuCypR4OpK%2Bn59p8cFTqHfw6A5xHY%2BkR43rvsvOj7DxQ9%2B%2FBLtF9Qcg9Zg4THSUZyN0e6P7eNrpG7aRjsb9lKdeCj2Ft0%2FXaLWsjS1DWP2eHT%2BRszMp%2BM%2Bs7V6Lh6vjvIcc7iWH%2BNjv5%2F%2Ffk3bfi6%2FM8cpc%2BV68wOGN7IYa2TvQgpvWkEz0V05l6n1F2OZ9yNE%2Fg9bpJmkrI7RQlvzmVA5Wdk6p2D3ucNYXn8tQt3ZA0WcblSttOAMzh0z74wfh7pnPJsXkDcV%2FtXV9mrrC89GyO542zIs8LdKYNaJAPrg22pW6MM0i4cBBVrK5gATxHeoYpHK0F3l71ksfGmlXBzukdERDG29ICDCCPWjwDKr7Nrmhy0uyMDpQrO%2BTvjsXq1u8XKndrmV0UOrLoZccUY8wP%2BNgZkZ9wHHu2%2Fu6qbZMY%2FZnPhp9oTnbU%2Fgsj1UNWqVRFRaZZxjcc2jQht%2BYUlDVq4J8is8hijNOiJCPbN8Vsm8CbtBWrrHBMU5npPuEONiEU%2BMVPd6TXDg1xYK7S1CsGOQiYEg%3D%3D&checksum=401865042056f64ee27560de45e1aa3ed70d7e03c21d&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qVI1YpMJ7nj4nfln3VUlm23jB1UmqE4JYPfRRKfF6QLRenJ6j0kiTIhJ20y1nRPszt3xySt60PBne90zYGFbTS3MrqZ3x3rQAoV95fMeZx0I6BdbJUdlNRUA5hk1h5qWnCCOr8VtnDQHFk3WU7RZOf1USoeO%2BZzA%2FUu5m5fb0gH%2Bm7vprm%2F5P2crOAkOGl3Aleana8at8xid%2BgJeuCypR4OpK%2Bn59p8cFTqHfw6A5xHY%2BkR43rvsvOj7DxQ9%2B%2FBLtF9Qcg9Zg4THSUZyN0e6P7eNrpG7aRjsb9lKdeCj2Ft0%2FXaLWsjS1DWP2eHT%2BRszMp%2BM%2Bs7V6Lh6vjvIcc7iWH%2BNjv5%2F%2Ffk3bfi6%2FM8cpc%2BV68wOGN7IYa2TvQgpvWkEz0V05l6n1F2OZ9yNE%2Fg9bpJmkrI7RQlvzmVA5Wdk6p2D3ucNYXn8tQt3ZA0WcblSttOAMzh0z74wfh7pnPJsXkDcV%2FtXV9mrrC89GyO542zIs8LdKYNaJAPrg22pW6MM0i4cBBVrK5gATxHeoYpHK0F3l71ksfGmlXBzukdERDG29ICDCCPWjwDKr7Nrmhy0uyMDpQrO%2BTvjsXq1u8XKndrmV0UOrLoZccUY8wP%2BNgZkZ9wHHu2%2Fu6qbZMY%2FZnPhp9oTnbU%2Fgsj1UNWqVRFRaZZxjcc2jQht%2BYUlDVq4J8is8hijNOiJCPbN8Vsm8CbtBWrrHBMU5npPuEONiEU%2BMVPd6TXDg1xYK7S1CsGOQiYEg%3D%3D&checksum=401865042056f64ee27560de45e1aa3ed70d7e03c21d
Vans Berle Pro Rumba Red/Black Low Top Pro Skate Shoes 10.5,75.0,0,280,100.0,Pre-owned,https://www.ebay.com/itm/Vans-Berle-Pro-Rumba-Red-Black-Low-Top-Pro-Skate-Shoes-10-5/202858602236?hash=item2f3b509efc:g:uPsAAOSwpUtd8oUj
Vans Authentic Black Sole Jester Red VN0003Z3HXP Men's Size: 10.5,49.95,11,3576,100.0,New without box,https://www.ebay.com/itm/Vans-Authentic-Black-Sole-Jester-Red-VN0003Z3HXP-Mens-Size-10-5/253360248075?hash=item3afd72950b:g:7RUAAOSw4gVd6t0L
MENS NEW VANS SLIP-ON PRO CHECKERBOARD MINERAL RED. SIZE 11. LIMITED EDITION,42.5,0,3147,100.0,New without box,https://www.ebay.com/itm/MENS-NEW-VANS-SLIP-ON-PRO-CHECKERBOARD-MINERAL-RED-SIZE-11-LIMITED-EDITION/233439538081?hash=item365a14aba1:g:D9sAAOSwX-Nd5oLh
Vans Red Checker Slip-On Shoes - Mens SIze 11,25.0,0,266,100.0,Pre-owned,https://www.ebay.com/itm/Vans-Red-Checker-Slip-On-Shoes-Mens-SIze-11/174130844722?hash=item288b01d432:g:V2sAAOSwtN9d-7Kz
Mens Vans Red High Top Sz 12,29.0,0,72,100.0,Pre-owned,https://www.ebay.com/itm/Mens-Vans-Red-High-Top-Sz-12/324017107713?hash=item4b70ecb301:g:JtIAAOSwIzFd-ttp
Vans Off The Wall Classic (MenÂs Size 10) Athletic Sneaker Shoe Red Old Skool,35.99,0,169,99.4,Pre-owned,https://www.ebay.com/itm/Vans-Off-The-Wall-Classic-Men-s-Size-10-Athletic-Sneaker-Shoe-Red-Old-Skool/333436731171?hash=item4da260bf23:g:084AAOSwDCBd8RDc
Vans New Sk8-Hi Reissue CAP Surf the Web/Racing Red Men Size USA 9 UK 8.5 EUR 42,49.99,0,8195,99.7,New without box,https://www.ebay.com/itm/Vans-New-Sk8-Hi-Reissue-CAP-Surf-the-Web-Racing-Red-Men-Size-USA-9-UK-8-5-EUR-42/163993149056?epid=22035196060&hash=item262ec0de80:g:zIgAAOSwIZJd655m:sc:USPSPriority!91709!US!-1
Vans Old Skool UltraLite Primary Checker Red/White Mens 10.5USED,0.0,0,1,0.0,Pre-owned,https://www.ebay.com/itm/Vans-Old-Skool-UltraLite-Primary-Checker-Red-White-Mens-10-5USED/193261422944?hash=item2cff474960:g:P~4AAOSw8G1d-X35
"Vans ""Sk8-Hi"" Sneakers  RED Men's Canvas High-Top Shoes Size 10",0.0,0,1562,99.6,Pre-owned,https://www.ebay.com/itm/Vans-Sk8-Hi-Sneakers-RED-Mens-Canvas-High-Top-Shoes-Size-10/274140222647?hash=item3fd407d4b7:g:3x8AAOSwfEJd8usT
VANS SNEAKERS MENS 10Â RED BURGUNDY LACE UP,16.0,0,128,100.0,Pre-owned,https://www.ebay.com/itm/VANS-SNEAKERS-MENS-10-RED-BURGUNDY-LACE-UP/283715546537?hash=item420ec3ada9:g:0JYAAOSwGF9dYtcS
Vans Pro OFF THE WALL Sk8 Pro Hi Top Shoes Red Suede Leather Unisex 6.5/8 M,21.0,0,911,100.0,Pre-owned,https://www.ebay.com/itm/Vans-Pro-OFF-THE-WALL-Sk8-Pro-Hi-Top-Shoes-Red-Suede-Leather-Unisex-6-5-8-M/143473745621?epid=1972634742&hash=item2167b39ed5:g:-K0AAOSwLmhd97vL
NEW EVH Red High Top Sneakers Eddie Van Halen Frankenstein Official sizes 3.5-14,65.0,21,1718,100.0,New with box,https://www.ebay.com/itm/NEW-EVH-Red-High-Top-Sneakers-Eddie-Van-Halen-Frankenstein-Official-sizes-3-5-14/223772784216?var=522506646105&hash=item3419e5b658:m:mxCQfqQg30_5Jsjy_Abg2dw
Vans UltraCush Pro Classics Slip On Skateboard Red Shoes Men's Size 7 ,19.99,0,1464,99.7,Pre-owned,https://www.ebay.com/itm/Vans-UltraCush-Pro-Classics-Slip-On-Skateboard-Red-Shoes-Mens-Size-7/223792014963?hash=item341b0b2673:g:qZMAAOSwg8Fd8Zzi
VANS Edgemont Mid Top Black Red Plaid Canvas Skate Sneakers Fashion Men Shoes,44.0,18,53638,99.9,New with box,https://www.ebay.com/itm/VANS-Edgemont-Mid-Top-Black-Red-Plaid-Canvas-Skate-Sneakers-Fashion-Men-Shoes/401707400966?var=671449098283&_trkparms=ispr%3D1&hash=item5d87a07f06:m:mFfYRjxgid9aig8C69Bh9XQ&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qX5uo8zBGhf%2BjU0n3DtIkaNpQYxpgYFgKpBoxB%2BCrawZmvQH5sm5ngooxX6VxTWcOeN4q9BNsA4HNXjDgH6fUMWnAqWWK4k57Aubba5m8%2BdccyVOzD4JiXosKqIwRLLfBjPYRfyFPyx2iv3LQs3NR0m5UqDZ9tj%2BDFY0TCR751%2FcvtyyT2wSNd5vD4dwVBAqN0VoFIPdwWMIpIeuSQMF%2F22eWZFdi8DSnti8XZrrg5lZsqFvpSqWgKpxve9X8CqaP0vTnS89tDbyGLhpcNvHTFXDNespDcynS8QBBFraTSPi7nmQxiqsMZipQLarn3HaFqyun%2FzvOHEvleSL1M5rVigC3uqBaoHxeCQ0fJi6156GUerrv6vkdqjilfzIEtgVBbeV0lGNk%2BvKr3yRCa%2BzUHzLbYdKkRsQThMdPoUxVKqpCU5u5rc9PD4QBCzgLDe83pYUmCIWY3%2BG1vS0osChe7nS7FfYGDTt20mmwPQh8jv8xDltcm4YBCzVpllGwPSJOHVkEuZc2ccd6N51nb6oWhVfOPp7KFgsiWqTyE9bS3AKnhCkEBfxhc7o6nN1j9iHAGVqVa2csEURltJkXmN3gp2EaCvG2TTt8R8AdSIGf8ct5h%2FFCY8KpWU1ChnNler6Poqh8U07CvzaunYxieSdyz5zCpzYvbYxV4ZEUWe0ohgHYn1%2FuoLs87Zh9zNruOZxegGxlAxiTkNJuKDheqjHd61oDDnTQ7ZW%2BmKIbDuOQ4%2FTg%3D%3D&checksum=401707400966f64ee27560de45e1aa3ed70d7e03c21d&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qX5uo8zBGhf%2BjU0n3DtIkaNpQYxpgYFgKpBoxB%2BCrawZmvQH5sm5ngooxX6VxTWcOeN4q9BNsA4HNXjDgH6fUMWnAqWWK4k57Aubba5m8%2BdccyVOzD4JiXosKqIwRLLfBjPYRfyFPyx2iv3LQs3NR0m5UqDZ9tj%2BDFY0TCR751%2FcvtyyT2wSNd5vD4dwVBAqN0VoFIPdwWMIpIeuSQMF%2F22eWZFdi8DSnti8XZrrg5lZsqFvpSqWgKpxve9X8CqaP0vTnS89tDbyGLhpcNvHTFXDNespDcynS8QBBFraTSPi7nmQxiqsMZipQLarn3HaFqyun%2FzvOHEvleSL1M5rVigC3uqBaoHxeCQ0fJi6156GUerrv6vkdqjilfzIEtgVBbeV0lGNk%2BvKr3yRCa%2BzUHzLbYdKkRsQThMdPoUxVKqpCU5u5rc9PD4QBCzgLDe83pYUmCIWY3%2BG1vS0osChe7nS7FfYGDTt20mmwPQh8jv8xDltcm4YBCzVpllGwPSJOHVkEuZc2ccd6N51nb6oWhVfOPp7KFgsiWqTyE9bS3AKnhCkEBfxhc7o6nN1j9iHAGVqVa2csEURltJkXmN3gp2EaCvG2TTt8R8AdSIGf8ct5h%2FFCY8KpWU1ChnNler6Poqh8U07CvzaunYxieSdyz5zCpzYvbYxV4ZEUWe0ohgHYn1%2FuoLs87Zh9zNruOZxegGxlAxiTkNJuKDheqjHd61oDDnTQ7ZW%2BmKIbDuOQ4%2FTg%3D%3D&checksum=401707400966f64ee27560de45e1aa3ed70d7e03c21d
Vans Red Plaid Slides Slip On Shoes Mens 9.5 Womens 11,29.0,0,97,100.0,Pre-owned,https://www.ebay.com/itm/Vans-Red-Plaid-Slides-Slip-On-Shoes-Mens-9-5-Womens-11/312893284903?_trkparms=ispr%3D1&hash=item48d9e4a227:g:uPsAAOSwO2td-nLU&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qXxpTGCz5sRQdhrWTvaiTz4ZT75cgWGHGxuQ2MvENO46IbDAlxTPNjipeBKKxD7tWpUhvgsvWaitIoPwEZ43Z6Aw7u%2BrAfN9YZRynhOtKowR1aGMXqFKSBFceaCVSeUzaT1GC6Ibi%2FxVMA9wUFU9UViwMUSeCs%2F%2BfkjIoJ98WduI5mQBi4lbgewrfzunG82WJsbZJRw7AHIOBSpnU0g3l2ID7gyfZW3B2eH8Ya7U4%2BDl06T6VnM51VN%2BYYPytrFCgkTXKuWGgmtIWu94UEEPh%2FutMWtkbtCsm45U9TR4iLiKeMFZ1LqDn7SNiV5WQ3Kv4ETo9pSLKSyLbKVzPrR8NEiL49HTmsuSl0TXeQn%2BXn%2BnxkPRv%2BAQJb7AXVJ%2B94Vtp2bcJLH0n4cQz9g%2Fdl1%2FHifpB9eKT9Pu5HMazPRwfZv8d%2BDa18En2rvDlFLR1o1lxf%2BGb%2FoDQjwnx2rHN%2BjoyHNU0vxOfXihd4TEiGX88WJq%2BEXx%2FL4g5egdd3CUYVQg2kVOiqVdx7SPJ7LWLgqnsd8tdK3sz6bJInLeBnjCnd%2FA%2BB7HletSySoNnmNuGgd9XGOM%2BjvFp51WD8RjT534GLcm%2Fv0hGZXQAz3K62JwlDl75Xav8SeWXKCHA%2BwOIgtksXtRAG9G0zz43U71f3AY2BwveRx0rjVCfwnXmIil8Hd1YZ0DREyTj20ZiLrXVGd1uyoY8ZPcnJhyY6JjS0Z8sy02jiXCvkss4ca6VxWTsBEVg%3D%3D&checksum=312893284903f64ee27560de45e1aa3ed70d7e03c21d&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qXxpTGCz5sRQdhrWTvaiTz4ZT75cgWGHGxuQ2MvENO46IbDAlxTPNjipeBKKxD7tWpUhvgsvWaitIoPwEZ43Z6Aw7u%2BrAfN9YZRynhOtKowR1aGMXqFKSBFceaCVSeUzaT1GC6Ibi%2FxVMA9wUFU9UViwMUSeCs%2F%2BfkjIoJ98WduI5mQBi4lbgewrfzunG82WJsbZJRw7AHIOBSpnU0g3l2ID7gyfZW3B2eH8Ya7U4%2BDl06T6VnM51VN%2BYYPytrFCgkTXKuWGgmtIWu94UEEPh%2FutMWtkbtCsm45U9TR4iLiKeMFZ1LqDn7SNiV5WQ3Kv4ETo9pSLKSyLbKVzPrR8NEiL49HTmsuSl0TXeQn%2BXn%2BnxkPRv%2BAQJb7AXVJ%2B94Vtp2bcJLH0n4cQz9g%2Fdl1%2FHifpB9eKT9Pu5HMazPRwfZv8d%2BDa18En2rvDlFLR1o1lxf%2BGb%2FoDQjwnx2rHN%2BjoyHNU0vxOfXihd4TEiGX88WJq%2BEXx%2FL4g5egdd3CUYVQg2kVOiqVdx7SPJ7LWLgqnsd8tdK3sz6bJInLeBnjCnd%2FA%2BB7HletSySoNnmNuGgd9XGOM%2BjvFp51WD8RjT534GLcm%2Fv0hGZXQAz3K62JwlDl75Xav8SeWXKCHA%2BwOIgtksXtRAG9G0zz43U71f3AY2BwveRx0rjVCfwnXmIil8Hd1YZ0DREyTj20ZiLrXVGd1uyoY8ZPcnJhyY6JjS0Z8sy02jiXCvkss4ca6VxWTsBEVg%3D%3D&checksum=312893284903f64ee27560de45e1aa3ed70d7e03c21d
Vans Mid Top Plaid Mens Size 10 Tan Red Green,17.99,0,415,99.8,Pre-owned,https://www.ebay.com/itm/Vans-Mid-Top-Plaid-Mens-Size-10-Tan-Red-Green/312857068225?hash=item48d7bc02c1:g:Sh8AAOSwqQpd2EGZ
Vans Saddle Sid Pro Marshmallow/Racing Red NEW size 10,50.0,0,6,0.0,New with box,https://www.ebay.com/itm/Vans-Saddle-Sid-Pro-Marshmallow-Racing-Red-NEW-size-10/233438336368?hash=item365a025570:g:NUwAAOSwEFhd9p6o
"Pair of Vans ""Off The Wall"" Red Skateboard Shoes Mens Size 10 1/2 500714 w/ Hat",0.0,0,237658,99.4,Pre-owned,https://www.ebay.com/itm/Pair-of-Vans-Off-The-Wall-Red-Skateboard-Shoes-Mens-Size-10-1-2-500714-w-Hat/401998084907?hash=item5d98f3fb2b:g:R6gAAOSwqUld9VAq
Red Vans Preowned Era Classic Sneakers Unisex Canvas Shoes Size Mens 5.5 Women ,15.0,0,43,100.0,Pre-owned,https://www.ebay.com/itm/Red-Vans-Preowned-Era-Classic-Sneakers-Unisex-Canvas-Shoes-Size-Mens-5-5-Women/362842849473?hash=item547b1e80c1:g:OIwAAOSwCgld7Der
Vans Checkerboard Slip On - Red Size 11.5,0.0,0,34,100.0,Pre-owned,https://www.ebay.com/itm/Vans-Checkerboard-Slip-On-Red-Size-11-5/223800641412?hash=item341b8ec784:g:F~QAAOSwmjZd-b-i
New! Vans Checker Board Rumba Red Slides Mens Size 9,24.99,1,221,100.0,New with box,https://www.ebay.com/itm/New-Vans-Checker-Board-Rumba-Red-Slides-Mens-Size-9/274100429628?epid=24030834359&hash=item3fd1a8a33c:g:Ig0AAOSwTNBd0QFa
Vans Authentic Mens Womens Unisex Canvas Casual Skate Shoes OTW Repeat Red,36.54,5,2228,100.0,New with box,https://www.ebay.com/itm/Vans-Authentic-Mens-Womens-Unisex-Canvas-Casual-Skate-Shoes-OTW-Repeat-Red/193058823827?var=493249561874&hash=item2cf333de93:m:mrb8OUyyJ0VmDs1RUmiKiHQ
Vans UltraRange Rapidweld Chili Pepper Red Outdoor Shoes Mens Size 8,25.0,0,200,100.0,Pre-owned,https://www.ebay.com/itm/Vans-UltraRange-Rapidweld-Chili-Pepper-Red-Outdoor-Shoes-Mens-Size-8/114018052057?hash=item1a8c0167d9:g:FmsAAOSw-LJd93y0
Vans Authentic Unisex Casual Skate Shoes Sneakers Rumba Red Men 8.5 Women 10,29.69,0,2228,100.0,New with box,https://www.ebay.com/itm/Vans-Authentic-Unisex-Casual-Skate-Shoes-Sneakers-Rumba-Red-Men-8-5-Women-10/202827565088?var=502997566772&hash=item2f39770820:m:mADzzH9Mb2-irRahpW23GNQ
Vans Supreme 666 Checkerboard Slip-on Pro Size 9.5 Checker Box Logo Black Red,75.0,0,33,100.0,Pre-owned,https://www.ebay.com/itm/Vans-Supreme-666-Checkerboard-Slip-on-Pro-Size-9-5-Checker-Box-Logo-Black-Red/223802000151?hash=item341ba38317:g:7~kAAOSwzNFd-pLE
